26.91730,84.0958
27.26120,84.1182
27.27670,84.2443
26.11300,84.0611
26.14820,84.4986
25.62460,84.3973
25.61020,84.7398
26.39240,84.5615
26.46510,84.4127
26.64700,84.8823
26.77600,84.7609
26.72160,85.0023
25.69690,84.107
25.37560,84.146
25.68060,85.1563
25.95120,84.863
25.09840,83.6551
24.90500,83.7409
25.05570,84.339
24.96880,84.0341
24.93350,84.2973
25.06330,84.4293
25.11040,84.7085
25.26730,84.6752
24.97760,85.0749
24.80920,85.0927
25.28510,84.9087
25.22960,84.9053
25.12690,85.1927
25.25460,85.3989
25.53220,85.0063
25.42060,85.6708
25.40550,85.885
25.78650,85.4155
25.86920,85.471
25.99760,85.4301
26.19300,85.3398
26.56180,85.3224
26.45900,85.3663
26.50160,85.6895
26.56830,85.7007
26.36530,86.0308
26.29450,86.1154
26.07730,85.779
25.95540,86.0157
25.83990,85.8908
25.69370,85.8281
25.37190,86.0665

